trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
142,False,"{'a': 0.999, 'e': 0.8675596164681786}",20,0,-140.9349429401178,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
143,False,"{'a': 0.999, 'e': 0.8666920568517104}",30,3,-2.3145312073475384,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.999, 'e': 0.8658253647948586}",20,0,-104.42718022682502,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
145,False,"{'a': 0.999, 'e': 0.8649595394300638}",25,0,-66.24426230228237,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
146,False,"{'a': 0.999, 'e': 0.8640945798906338}",20,0,-71.75104111074019,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
147,False,"{'a': 0.999, 'e': 0.8632304853107431}",20,0,-76.34174182139769,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
148,False,"{'a': 0.999, 'e': 0.8623672548254323}",30,0,-212.7656247366778,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
149,False,"{'a': 0.999, 'e': 0.861504887570607}",20,0,-59.4937664296941,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.999, 'e': 0.8606433826830363}",20,0,-50.669051936133044,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
151,False,"{'a': 0.999, 'e': 0.8597827393003533}",30,0,-153.62530298502452,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
152,False,"{'a': 0.999, 'e': 0.8589229565610529}",20,0,-71.06902053869243,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.999, 'e': 0.8580640336044919}",20,0,-119.5983686825428,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
154,False,"{'a': 0.999, 'e': 0.8572059695708873}",25,0,-98.55155422289305,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.999, 'e': 0.8563487636013165}",25,0,-179.41566451785766,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
156,False,"{'a': 0.999, 'e': 0.8554924148377152}",20,0,-83.4769182160893,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
157,False,"{'a': 0.999, 'e': 0.8546369224228775}",20,0,-63.90206938641687,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
